disasterNumber,declarationDate,disasterName,incidentBeginDate,incidentEndDate,declarationType,stateCode,stateName,incidentType,entryDate,updateDate,closeoutDate,hash,lastRefresh
373,1973-04-26T00:00:00.000Z,SEVERE STORMS & FLOODING,1973-04-26T00:00:00.000Z,1973-04-26T00:00:00.000Z,Major Disaster,IL,Illinois                      ,Flood,1993-07-21T00:00:00.000Z,2001-09-09T00:00:00.000Z,1981-04-16T00:00:00.000Z,b07a908ccbbcd54fcbeb19906f5511f6,2018-03-09T18:42:05.971Z
368,1973-03-27T00:00:00.000Z,"HEAVY RAINS, TORNADOES & FLOODING",1973-03-27T00:00:00.000Z,1973-03-27T00:00:00.000Z,Major Disaster,MS,Mississippi                   ,Severe Storm(s),1993-07-21T00:00:00.000Z,2001-09-09T00:00:00.000Z,1977-05-31T00:00:00.000Z,4e8412233948048e17c60ed67c29fbe1,2018-03-09T18:42:05.972Z
401,1973-07-20T00:00:00.000Z,SEVERE STORMS & FLOODING,1973-07-20T00:00:00.000Z,1973-07-20T00:00:00.000Z,Major Disaster,NY,New York                      ,Flood,1993-07-21T00:00:00.000Z,2001-09-09T00:00:00.000Z,1978-07-06T00:00:00.000Z,44c5bf5a40df1d3eabccba2c22dcec8e,2018-03-09T18:42:05.974Z
396,1973-07-06T00:00:00.000Z,FLOODING & LANDSLIDES,1973-07-06T00:00:00.000Z,1973-07-06T00:00:00.000Z,Major Disaster,CO,Colorado                      ,Flood,1993-07-21T00:00:00.000Z,2001-09-09T00:00:00.000Z,1976-09-16T00:00:00.000Z,034d0a28f972d3b04e194dd79b8e444e,2018-03-09T18:42:05.975Z
377,1973-04-27T00:00:00.000Z,SEVERE STORMS & FLOODING,1973-04-27T00:00:00.000Z,1973-04-27T00:00:00.000Z,Major Disaster,OH,Ohio                          ,Flood,1993-07-21T00:00:00.000Z,2001-09-09T00:00:00.000Z,1978-07-17T00:00:00.000Z,2f3c16fe3821faf7c61486bb2047644b,2018-03-09T18:42:05.977Z
372,1973-04-19T00:00:00.000Z,"HEAVY RAINS, TORNADOES & FLOODING",1973-04-19T00:00:00.000Z,1973-04-19T00:00:00.000Z,Major Disaster,MO,Missouri                      ,Severe Storm(s),1993-07-21T00:00:00.000Z,2001-09-09T00:00:00.000Z,1977-05-23T00:00:00.000Z,a0e2bdcaeae441fc8909c08b44a1ce65,2018-03-09T18:42:05.978Z
2013,1973-09-04T00:00:00.000Z,DOE CREEK FIRE,1973-09-04T00:00:00.000Z,1973-09-04T00:00:00.000Z,Fire Suppression,OR,Oregon                        ,Fire,1993-07-21T00:00:00.000Z,2001-09-09T00:00:00.000Z,1976-04-13T00:00:00.000Z,9ca4842ecaf0f50b894289cb5ca10be4,2018-03-09T18:42:05.981Z
2008,1973-08-17T00:00:00.000Z,PERRY CANYON FIRE,1973-08-17T00:00:00.000Z,1973-08-17T00:00:00.000Z,Fire Suppression,OR,Oregon                        ,Fire,1993-07-21T00:00:00.000Z,2001-09-09T00:00:00.000Z,1976-04-13T00:00:00.000Z,15593f7f92686d73b9f88d0e0bb26357,2018-03-09T18:42:05.981Z
385,1973-05-23T00:00:00.000Z,"HEAVY RAINS, SNOWMELT AND FLOODING",1973-05-23T00:00:00.000Z,1973-05-23T00:00:00.000Z,Major Disaster,CO,Colorado                      ,Flood,1993-07-21T00:00:00.000Z,2001-09-09T00:00:00.000Z,1976-11-12T00:00:00.000Z,9fd5fb9416eb52b580f394c53056c00b,2018-03-09T18:42:05.984Z
2009,1973-08-18T00:00:00.000Z,GOAT CREEK FIRE,1973-08-18T00:00:00.000Z,1973-08-18T00:00:00.000Z,Fire Suppression,MT,Montana                       ,Fire,1993-07-21T00:00:00.000Z,2001-09-09T00:00:00.000Z,1976-06-14T00:00:00.000Z,3e436afa1aa31d6f26b87edd9277169d,2018-03-09T18:42:05.960Z
395,1973-06-28T00:00:00.000Z,SEVERE STORMS & FLOODING,1973-06-28T00:00:00.000Z,1973-06-28T00:00:00.000Z,Major Disaster,TN,Tennessee                     ,Flood,1993-07-21T00:00:00.000Z,2001-09-09T00:00:00.000Z,1976-12-23T00:00:00.000Z,7ccc472ba441f524835ce0276b5fda68,2018-03-09T18:42:05.961Z
381,1973-05-11T00:00:00.000Z,SEVERE STORMS & FLOODING,1973-05-11T00:00:00.000Z,1973-05-11T00:00:00.000Z,Major Disaster,KY,Kentucky                      ,Flood,1993-07-21T00:00:00.000Z,2001-09-09T00:00:00.000Z,1976-09-16T00:00:00.000Z,df5c66ae2c46f3238640cc7dd54812af,2018-03-09T18:42:05.963Z
371,1973-04-12T00:00:00.000Z,SEVERE STORMS & FLOODING,1973-04-12T00:00:00.000Z,1973-04-12T00:00:00.000Z,Major Disaster,MI,Michigan                      ,Flood,1993-07-21T00:00:00.000Z,2001-09-09T00:00:00.000Z,1977-01-25T00:00:00.000Z,c03c7250b91dcb6f5549c8f3b3fad16f,2018-03-09T18:42:05.964Z
402,1973-08-07T00:00:00.000Z,SEVERE STORMS & FLOODING,1973-08-07T00:00:00.000Z,1973-08-07T00:00:00.000Z,Major Disaster,NJ,New Jersey                    ,Flood,1993-07-21T00:00:00.000Z,2001-09-09T00:00:00.000Z,1977-01-17T00:00:00.000Z,a6bdcd6d57fd53e10589093f2c2edab0,2018-03-09T18:42:05.967Z
378,1973-05-02T00:00:00.000Z,SEVERE STORMS & FLOODING,1973-05-02T00:00:00.000Z,1973-05-02T00:00:00.000Z,Major Disaster,KS,Kansas                        ,Flood,1993-07-21T00:00:00.000Z,2001-09-09T00:00:00.000Z,1976-10-20T00:00:00.000Z,1663f2f26c8f0cdf03c9c6c6cebebc39,2018-03-09T18:42:05.971Z
2010,1973-08-18T00:00:00.000Z,ROCKY CREEK FIRE,1973-08-18T00:00:00.000Z,1973-08-18T00:00:00.000Z,Fire Suppression,OR,Oregon                        ,Fire,1993-07-21T00:00:00.000Z,2001-09-09T00:00:00.000Z,1975-11-14T00:00:00.000Z,0ddae6d567e29f1e28bfe256871b8975,2018-03-09T18:42:05.974Z
382,1973-05-11T00:00:00.000Z,SEVERE STORMS & FLOODING,1973-05-11T00:00:00.000Z,1973-05-11T00:00:00.000Z,Major Disaster,TN,Tennessee                     ,Flood,1993-07-21T00:00:00.000Z,2001-09-09T00:00:00.000Z,1976-07-29T00:00:00.000Z,d8f0de77d23a980d96ad51e9712a2586,2018-03-09T18:42:05.977Z
406,1973-10-20T00:00:00.000Z,SEVERE STORMS & FLOODING,1973-10-20T00:00:00.000Z,1973-10-20T00:00:00.000Z,Major Disaster,NE,Nebraska                      ,Flood,1993-07-21T00:00:00.000Z,2001-09-09T00:00:00.000Z,1976-10-20T00:00:00.000Z,3dac168d3edd8f031e1b30a01fb517d5,2018-03-09T18:42:05.980Z
389,1973-05-29T00:00:00.000Z,SEVERE STORMS & FLOODING,1973-05-29T00:00:00.000Z,1973-05-29T00:00:00.000Z,Major Disaster,AR,Arkansas                      ,Flood,1993-07-21T00:00:00.000Z,2001-09-09T00:00:00.000Z,1977-10-04T00:00:00.000Z,446ec9943d6f0ef1567dc6f19f7e92d7,2018-03-09T18:42:05.983Z
404,1973-10-13T00:00:00.000Z,SEVERE STORMS & FLOODING,1973-10-13T00:00:00.000Z,1973-10-13T00:00:00.000Z,Major Disaster,OK,Oklahoma                      ,Flood,1993-07-21T00:00:00.000Z,2001-09-09T00:00:00.000Z,1978-04-25T00:00:00.000Z,e23abc5816d3b2b3bea35e11730cae6b,2018-03-09T18:42:05.966Z
380,1973-05-11T00:00:00.000Z,"SEVERE STORMS, SNOW MELT & FLOODING",1973-05-11T00:00:00.000Z,1973-05-11T00:00:00.000Z,Major Disaster,NM,New Mexico                    ,Flood,1993-07-21T00:00:00.000Z,2001-09-09T00:00:00.000Z,1977-11-01T00:00:00.000Z,f6f35cf1c95d4e3326212ae030168ed0,2018-03-09T18:42:05.984Z
387,1973-05-26T00:00:00.000Z,SEVERE STORMS & FLOODING,1973-05-26T00:00:00.000Z,1973-05-26T00:00:00.000Z,Major Disaster,FL,Florida                       ,Flood,1993-07-21T00:00:00.000Z,2001-09-09T00:00:00.000Z,1976-07-28T00:00:00.000Z,3229fbf71992d177d4557d4a35669cd3,2018-03-09T18:42:05.969Z
408,1973-11-07T00:00:00.000Z,HEAVY RAINS & FLOODING,1973-11-07T00:00:00.000Z,1973-11-07T00:00:00.000Z,Major Disaster,AK,Alaska                        ,Flood,1993-07-21T00:00:00.000Z,2001-09-09T00:00:00.000Z,1978-08-01T00:00:00.000Z,6c7af7c04fb31563a162db7140295ffd,2018-03-09T18:42:05.972Z
391,1973-06-11T00:00:00.000Z,SEVERE STORMS & TORNADOES,1973-06-11T00:00:00.000Z,1973-06-11T00:00:00.000Z,Major Disaster,GA,Georgia                       ,Tornado,1993-07-21T00:00:00.000Z,2001-09-09T00:00:00.000Z,1976-10-07T00:00:00.000Z,5519e663ce26ae22bf72395e656ed153,2018-03-09T18:42:05.976Z
400,1973-07-17T00:00:00.000Z,SEVERE STORMS & FLOODING,1973-07-17T00:00:00.000Z,1973-07-17T00:00:00.000Z,Major Disaster,PA,Pennsylvania                  ,Flood,1993-07-21T00:00:00.000Z,2001-09-09T00:00:00.000Z,1980-09-18T00:00:00.000Z,73c6503db7ef963dbe99769147f94fd0,2018-03-09T18:42:05.961Z
376,1973-04-27T00:00:00.000Z,SEVERE STORMS & FLOODING,1973-04-27T00:00:00.000Z,1973-04-27T00:00:00.000Z,Major Disaster,WI,Wisconsin                     ,Flood,1993-07-21T00:00:00.000Z,2001-09-09T00:00:00.000Z,1978-06-27T00:00:00.000Z,4e181396887b1137e7ebfa4c364360ae,2018-03-09T18:42:05.964Z
367,1973-03-21T00:00:00.000Z,"HIGH WINDS, WAVE ACTION & FLOODING",1973-03-21T00:00:00.000Z,1973-03-21T00:00:00.000Z,Major Disaster,NY,New York                      ,Flood,1993-07-21T00:00:00.000Z,2001-09-09T00:00:00.000Z,1976-11-12T00:00:00.000Z,ebddcaf6371b306cc56c6126fbff3162,2018-03-09T18:42:05.979Z
2011,1973-08-20T00:00:00.000Z,ORINDALE DRAW FIRE,1973-08-20T00:00:00.000Z,1973-08-20T00:00:00.000Z,Fire Suppression,OR,Oregon                        ,Fire,1993-07-21T00:00:00.000Z,2001-09-09T00:00:00.000Z,1976-04-13T00:00:00.000Z,38962829f383bb39df8c8539c4f4da1c,2018-03-09T18:42:05.967Z
399,1973-07-11T00:00:00.000Z,SEVERE STORMS & FLOODING,1973-07-11T00:00:00.000Z,1973-07-11T00:00:00.000Z,Major Disaster,NH,New Hampshire                 ,Flood,1993-07-21T00:00:00.000Z,2001-09-09T00:00:00.000Z,1978-04-25T00:00:00.000Z,40202ad13264904351856c9273ab53c1,2018-03-09T18:42:05.982Z
383,1973-05-16T00:00:00.000Z,EARTHQUAKE,1973-05-16T00:00:00.000Z,1973-05-16T00:00:00.000Z,Major Disaster,HI,Hawaii                        ,Earthquake,1993-07-21T00:00:00.000Z,2001-09-09T00:00:00.000Z,1977-03-07T00:00:00.000Z,247381fb34ca6d7b32e1e3360f966d50,2018-03-09T18:42:05.970Z
375,1973-04-27T00:00:00.000Z,SEVERE STORMS & FLOODING,1973-04-27T00:00:00.000Z,1973-04-27T00:00:00.000Z,Major Disaster,AR,Arkansas                      ,Flood,1993-07-21T00:00:00.000Z,2001-09-09T00:00:00.000Z,1976-02-13T00:00:00.000Z,bf2816c2931315cb428f9739d548354e,2018-03-09T18:42:05.988Z
403,1973-09-28T00:00:00.000Z,"SEVERE STORMS, TORNADOES & FLOODING",1973-09-28T00:00:00.000Z,1973-09-28T00:00:00.000Z,Major Disaster,KS,Kansas                        ,Severe Storm(s),1993-07-21T00:00:00.000Z,2001-09-09T00:00:00.000Z,1977-07-19T00:00:00.000Z,22bfa40671879a9e362cf9fb1399d3e8,2018-03-09T18:42:05.973Z
2006,1973-05-24T00:00:00.000Z,CHUGACH FIRE,1973-05-24T00:00:00.000Z,1973-05-24T00:00:00.000Z,Fire Suppression,AK,Alaska                        ,Fire,1993-07-21T00:00:00.000Z,2001-09-09T00:00:00.000Z,1974-05-10T00:00:00.000Z,50ee99f24ae004bb7c711758addbb375,2018-03-09T18:42:05.976Z
411,1974-01-21T00:00:00.000Z,HEAVY RAINS & FLOODING,1974-01-21T00:00:00.000Z,1974-01-21T00:00:00.000Z,Major Disaster,NH,New Hampshire                 ,Flood,1993-07-21T00:00:00.000Z,2001-09-09T00:00:00.000Z,1977-10-04T00:00:00.000Z,672d0e4b0284ae360047de3f353f470d,2018-03-09T18:42:05.979Z
394,1973-06-25T00:00:00.000Z,SEVERE STORMS & FLOODING,1973-06-25T00:00:00.000Z,1973-06-25T00:00:00.000Z,Major Disaster,NC,North Carolina                ,Flood,1993-07-21T00:00:00.000Z,2001-09-09T00:00:00.000Z,1976-06-03T00:00:00.000Z,5b66f1981a941c20db8482de08d2f1b7,2018-03-09T18:42:05.982Z
370,1973-04-04T00:00:00.000Z,TORNADOES & FLOODING,1973-04-04T00:00:00.000Z,1973-04-04T00:00:00.000Z,Major Disaster,GA,Georgia                       ,Tornado,1993-07-21T00:00:00.000Z,2001-09-09T00:00:00.000Z,1976-12-23T00:00:00.000Z,fbeab7badb83f9245bda793094945358,2018-03-09T18:42:05.988Z
361,1972-11-20T00:00:00.000Z,HEAVY RAINS & FLOODING,1972-11-20T00:00:00.000Z,1972-11-20T00:00:00.000Z,Major Disaster,NM,New Mexico                    ,Flood,1993-07-21T00:00:00.000Z,2001-09-09T00:00:00.000Z,1976-03-12T00:00:00.000Z,4bb978befbc260b63127671a8e251876,2018-03-09T18:42:06.226Z
356,1972-09-28T00:00:00.000Z,TOXIC ALGAE IN COASTAL WATERS,1972-09-28T00:00:00.000Z,1972-09-28T00:00:00.000Z,Major Disaster,ME,Maine                         ,Fishing Losses,1993-07-21T00:00:00.000Z,2009-01-30T00:00:00.000Z,1974-03-25T00:00:00.000Z,8dda2b47d305f3b0876b48eabc5cf488,2018-03-09T18:42:06.228Z
365,1973-03-12T00:00:00.000Z,"HIGH WINDS, TORNADOES AND FLOODING",1973-03-12T00:00:00.000Z,1973-03-12T00:00:00.000Z,Major Disaster,TX,Texas                         ,Severe Storm(s),1993-07-21T00:00:00.000Z,2001-09-09T00:00:00.000Z,1976-02-12T00:00:00.000Z,70d9d8b15b3918a455708336c816a47e,2018-03-09T18:42:06.229Z
359,1972-10-10T00:00:00.000Z,SEVERE STORMS & FLOODING,1972-10-10T00:00:00.000Z,1972-10-10T00:00:00.000Z,Major Disaster,VA,Virginia                      ,Flood,1993-07-21T00:00:00.000Z,2001-09-09T00:00:00.000Z,1979-09-10T00:00:00.000Z,73b2e4814ee40b7ec757fe4ea5376284,2018-03-09T18:42:06.230Z
350,1972-08-25T00:00:00.000Z,SEVERE STORMS & FLOODING,1972-08-25T00:00:00.000Z,1972-08-25T00:00:00.000Z,Major Disaster,MN,Minnesota                     ,Flood,1993-07-21T00:00:00.000Z,2001-09-09T00:00:00.000Z,1976-07-08T00:00:00.000Z,3fc81e26583b1cba832b080e35289675,2018-03-09T18:42:06.235Z
360,1972-10-25T00:00:00.000Z,HEAVY RAINS & FLOODING,1972-10-25T00:00:00.000Z,1972-10-25T00:00:00.000Z,Major Disaster,AZ,Arizona                       ,Flood,1993-07-21T00:00:00.000Z,2001-09-09T00:00:00.000Z,1977-03-07T00:00:00.000Z,99281af3452257d13108dc6460a470b7,2018-03-09T18:42:06.233Z
354,1972-09-26T00:00:00.000Z,SEVERE STORMS & FLOODING,1972-09-26T00:00:00.000Z,1972-09-26T00:00:00.000Z,Major Disaster,IA,Iowa                          ,Flood,1993-07-21T00:00:00.000Z,2001-09-09T00:00:00.000Z,1976-06-10T00:00:00.000Z,234a97e054a4adefb34e10db4aff1772,2018-03-09T18:42:06.230Z
351,1972-09-04T00:00:00.000Z,SEVERE STORMS & FLOODING,1972-09-04T00:00:00.000Z,1972-09-04T00:00:00.000Z,Major Disaster,IL,Illinois                      ,Flood,1993-07-21T00:00:00.000Z,2001-09-09T00:00:00.000Z,1976-06-04T00:00:00.000Z,c2483c68562662bcd80fe6959d87b3d8,2018-03-09T18:42:06.228Z
355,1972-09-28T00:00:00.000Z,HEAVY RAINS & FLOODING,1972-09-28T00:00:00.000Z,1972-09-28T00:00:00.000Z,Major Disaster,PA,Pennsylvania                  ,Flood,1993-07-21T00:00:00.000Z,2001-09-09T00:00:00.000Z,1978-04-25T00:00:00.000Z,14f6a36cb1b42f1883b6629de8ef6d51,2018-03-09T18:42:06.234Z
326,1972-03-07T00:00:00.000Z,SEVERE STORMS & FLOODING,1972-03-07T00:00:00.000Z,1972-03-07T00:00:00.000Z,Major Disaster,ME,Maine                         ,Flood,1993-07-21T00:00:00.000Z,2001-09-09T00:00:00.000Z,1975-08-31T00:00:00.000Z,baf38e6d3f1e99e4f7ad47e40947d3af,2018-03-09T18:42:06.239Z
331,1972-05-15T00:00:00.000Z,HEAVY RAINS & FLOODING,1972-05-15T00:00:00.000Z,1972-05-15T00:00:00.000Z,Major Disaster,TN,Tennessee                     ,Flood,1993-07-21T00:00:00.000Z,2001-09-09T00:00:00.000Z,1975-03-25T00:00:00.000Z,9a6d006b55e6d8237b97bb25eede146c,2018-03-09T18:42:06.239Z
364,1973-02-08T00:00:00.000Z,"SEVERE STORMS, HIGH TIDES & FLOODING",1973-02-08T00:00:00.000Z,1973-02-08T00:00:00.000Z,Major Disaster,CA,California                    ,Flood,1993-07-21T00:00:00.000Z,2001-09-09T00:00:00.000Z,1977-08-25T00:00:00.000Z,f2fca4d68e73a74954aaa402d972b2b3,2018-03-09T18:42:06.242Z
2004,1971-06-11T00:00:00.000Z,HOG RIVER FIRE,1971-06-11T00:00:00.000Z,1971-06-11T00:00:00.000Z,Fire Suppression,AK,Alaska                        ,Fire,1993-07-21T00:00:00.000Z,2001-09-09T00:00:00.000Z,1973-01-17T00:00:00.000Z,f3882e2de08e951cd17b2901227022a5,2018-03-09T18:42:06.242Z
346,1972-08-01T00:00:00.000Z,SEVERE STORMS & FLOODING,1972-08-01T00:00:00.000Z,1972-08-01T00:00:00.000Z,Major Disaster,NM,New Mexico                    ,Flood,1993-07-21T00:00:00.000Z,2001-09-09T00:00:00.000Z,1974-11-13T00:00:00.000Z,88d5bb2ff3485832e19239b721ad3e64,2018-03-09T18:42:06.237Z
336,1972-06-10T00:00:00.000Z,HEAVY RAINS & FLOODING,1972-06-10T00:00:00.000Z,1972-06-10T00:00:00.000Z,Major Disaster,SD,South Dakota                  ,Flood,1993-07-21T00:00:00.000Z,2001-09-09T00:00:00.000Z,1978-01-18T00:00:00.000Z,926abb0870ce6887f9751268c4e43400,2018-03-09T18:42:06.238Z
321,1972-01-27T00:00:00.000Z,SEVERE STORMS & FLOODING,1972-01-27T00:00:00.000Z,1972-01-27T00:00:00.000Z,Major Disaster,AR,Arkansas                      ,Flood,1993-07-21T00:00:00.000Z,2001-09-09T00:00:00.000Z,1973-06-30T00:00:00.000Z,4436fbc780681c382360feec9d5274b6,2018-03-09T18:42:06.240Z
311,1971-09-13T00:00:00.000Z,SEVERE STORMS & FLOODING,1971-09-13T00:00:00.000Z,1971-09-13T00:00:00.000Z,Major Disaster,NY,New York                      ,Flood,1993-07-21T00:00:00.000Z,2001-09-09T00:00:00.000Z,1976-03-12T00:00:00.000Z,bfcfe5eaa341a4636fb93070626aa3a8,2018-03-09T18:42:06.241Z
363,1972-12-01T00:00:00.000Z,SEVERE STORMS & FLOODING,1972-12-01T00:00:00.000Z,1972-12-01T00:00:00.000Z,Major Disaster,MI,Michigan                      ,Flood,1993-07-21T00:00:00.000Z,2001-09-09T00:00:00.000Z,1977-01-25T00:00:00.000Z,2e8c19b9b021de10a39e8f87dc4ccfe2,2018-03-09T18:42:06.243Z
341,1972-06-23T00:00:00.000Z,TROPICAL STORM AGNES,1972-06-23T00:00:00.000Z,1972-06-23T00:00:00.000Z,Major Disaster,MD,Maryland                      ,Flood,1993-07-21T00:00:00.000Z,2001-09-09T00:00:00.000Z,1986-06-09T00:00:00.000Z,fc041f07476bf62b6bd7089845dc7cd5,2018-03-09T18:42:06.237Z
316,1972-01-11T00:00:00.000Z,"WINDS, FLOODING, MUDSLIDES",1972-01-11T00:00:00.000Z,1972-01-11T00:00:00.000Z,Major Disaster,CA,California                    ,Flood,1993-07-21T00:00:00.000Z,2001-09-09T00:00:00.000Z,1976-09-20T00:00:00.000Z,514ed3935bc93964d169c565096be5d2,2018-03-09T18:42:06.240Z
353,1972-09-20T00:00:00.000Z,HEAVY RAINS & FLOODING,1972-09-20T00:00:00.000Z,1972-09-20T00:00:00.000Z,Major Disaster,NM,New Mexico                    ,Flood,1993-07-21T00:00:00.000Z,2001-09-09T00:00:00.000Z,1976-06-03T00:00:00.000Z,15ed33bd978d19efed5fa73058be7ffa,2018-03-09T18:42:06.252Z
358,1972-10-07T00:00:00.000Z,SEVERE STORMS & FLOODING,1972-10-07T00:00:00.000Z,1972-10-07T00:00:00.000Z,Major Disaster,VA,Virginia                      ,Flood,1993-07-21T00:00:00.000Z,2001-09-09T00:00:00.000Z,1978-04-25T00:00:00.000Z,88f9d17b7ce83e3c06e250a8019e338d,2018-03-09T18:42:06.251Z
328,1972-03-24T00:00:00.000Z,HEAVY RAINS & FLOODING,1972-03-24T00:00:00.000Z,1972-03-24T00:00:00.000Z,Major Disaster,WA,Washington                    ,Flood,1993-07-21T00:00:00.000Z,2001-09-09T00:00:00.000Z,1976-04-15T00:00:00.000Z,ee8c497271c01022d0bfe6c1959f2fb0,2018-03-09T18:42:06.258Z
304,1971-03-15T00:00:00.000Z,FREEZE,1971-03-15T00:00:00.000Z,1971-03-15T00:00:00.000Z,Major Disaster,FL,Florida                       ,Freezing,1993-07-21T00:00:00.000Z,2013-03-27T00:00:00.000Z,1973-06-18T00:00:00.000Z,c52faa7e952761f3c6ba000dc8e6f644,2018-03-09T18:42:06.250Z
305,1971-05-10T00:00:00.000Z,TORNADO,1971-05-10T00:00:00.000Z,1971-05-10T00:00:00.000Z,Major Disaster,KY,Kentucky                      ,Tornado,1993-07-21T00:00:00.000Z,2001-09-09T00:00:00.000Z,1973-10-01T00:00:00.000Z,c5bb941c5f6b0160e230a3abff801258,2018-03-09T18:42:06.261Z
343,1972-07-03T00:00:00.000Z,SEVERE STORMS & FLOODING,1972-07-03T00:00:00.000Z,1972-07-03T00:00:00.000Z,Major Disaster,AZ,Arizona                       ,Flood,1993-07-21T00:00:00.000Z,2001-09-09T00:00:00.000Z,1977-03-07T00:00:00.000Z,7ca268dee9a44a8f167f46fd10dc904d,2018-03-09T18:42:06.253Z
334,1972-06-10T00:00:00.000Z,SEVERE STORMS & FLOODING,1972-06-10T00:00:00.000Z,1972-06-10T00:00:00.000Z,Major Disaster,WA,Washington                    ,Flood,1993-07-21T00:00:00.000Z,2001-09-09T00:00:00.000Z,1976-04-15T00:00:00.000Z,d679751d816fb77839ae923622178574,2018-03-09T18:42:06.264Z
318,1972-01-19T00:00:00.000Z,HEAVY RAINS & FLOODING,1972-01-19T00:00:00.000Z,1972-01-19T00:00:00.000Z,Major Disaster,MS,Mississippi                   ,Flood,1993-07-21T00:00:00.000Z,2001-09-09T00:00:00.000Z,1975-09-17T00:00:00.000Z,90312547a5efb7fae49085edcf3e9c0f,2018-03-09T18:42:06.259Z
309,1971-08-17T00:00:00.000Z,SEVERE STORMS & FLOODING,1971-08-17T00:00:00.000Z,1971-08-17T00:00:00.000Z,Major Disaster,MD,Maryland                      ,Flood,1993-07-21T00:00:00.000Z,2001-09-09T00:00:00.000Z,1984-05-29T00:00:00.000Z,04b2f637ff75799621fbf28e4c10786c,2018-03-09T18:42:06.267Z
349,1972-08-23T00:00:00.000Z,HEAVY RAINS & FLOODING,1972-08-23T00:00:00.000Z,1972-08-23T00:00:00.000Z,Major Disaster,WV,West Virginia                 ,Flood,1993-07-21T00:00:00.000Z,2001-09-09T00:00:00.000Z,1980-06-26T00:00:00.000Z,0a31598d54120a5c67849c323ea03aa3,2018-03-09T18:42:06.262Z
357,1972-09-28T00:00:00.000Z,TOXIC ALGAE IN COASTAL WATERS,1972-09-28T00:00:00.000Z,1972-09-28T00:00:00.000Z,Major Disaster,MA,Massachusetts                 ,Fishing Losses,1993-07-21T00:00:00.000Z,2009-01-30T00:00:00.000Z,1974-03-25T00:00:00.000Z,2afd98b9bb52aeebaacb4d3c55539e8e,2018-03-09T18:42:06.270Z
324,1972-03-02T00:00:00.000Z,SEVERE STORMS & EXTENSIVE FLOODING,1972-03-02T00:00:00.000Z,1972-03-02T00:00:00.000Z,Major Disaster,ID,Idaho                         ,Flood,1993-07-21T00:00:00.000Z,2001-09-09T00:00:00.000Z,1974-05-28T00:00:00.000Z,a448f85786ba5e4984239374116e942c,2018-03-09T18:42:06.265Z
330,1972-04-05T00:00:00.000Z,SEVERE STORM & FREEZING,1972-04-05T00:00:00.000Z,1972-04-05T00:00:00.000Z,Major Disaster,MI,Michigan                      ,Snow,1993-07-21T00:00:00.000Z,2001-09-09T00:00:00.000Z,1974-03-26T00:00:00.000Z,96797cf82dc44530f2eb37abcf716999,2018-03-09T18:42:06.273Z
302,1971-02-22T00:00:00.000Z,STORMS & TORNADOES,1971-02-22T00:00:00.000Z,1971-02-22T00:00:00.000Z,Major Disaster,MS,Mississippi                   ,Tornado,1993-07-21T00:00:00.000Z,2001-09-09T00:00:00.000Z,1975-09-10T00:00:00.000Z,2c4a92b1ee63325228f3e92a88c0263b,2018-03-09T18:42:06.268Z
307,1971-05-18T00:00:00.000Z,TYPHOON AMY,1971-05-18T00:00:00.000Z,1971-05-18T00:00:00.000Z,Major Disaster,FM,Federated States of Micronesia,Typhoon,1993-07-21T00:00:00.000Z,2001-09-09T00:00:00.000Z,1977-03-07T00:00:00.000Z,7ed32d7012bd66dcc3d7497ea6d3fdbd,2018-03-09T18:42:06.276Z
345,1972-07-19T00:00:00.000Z,TROPICAL STORM AGNES,1972-07-19T00:00:00.000Z,1972-07-19T00:00:00.000Z,Major Disaster,OH,Ohio                          ,Flood,1993-07-21T00:00:00.000Z,2001-09-09T00:00:00.000Z,1976-09-16T00:00:00.000Z,6396842cce5df6349953df768f56f6b4,2018-03-09T18:42:06.271Z
320,1972-01-27T00:00:00.000Z,HEAVY RAINS & FLOODING,1972-01-27T00:00:00.000Z,1972-01-27T00:00:00.000Z,Major Disaster,TX,Texas                         ,Flood,1993-07-21T00:00:00.000Z,2001-09-09T00:00:00.000Z,1973-04-23T00:00:00.000Z,9cdd4714663b1e6a250f061e6454fcb4,2018-03-09T18:42:06.275Z
348,1972-08-18T00:00:00.000Z,SEVERE STORMS & FLOODING,1972-08-18T00:00:00.000Z,1972-08-18T00:00:00.000Z,Major Disaster,IA,Iowa                          ,Flood,1993-07-21T00:00:00.000Z,2001-09-09T00:00:00.000Z,1976-06-04T00:00:00.000Z,85a1ec2eced5a80921dcc0294fc5b7a1,2018-03-09T18:42:06.252Z
298,1970-10-17T00:00:00.000Z,HEAVY RAINS & FLOODING,1970-10-17T00:00:00.000Z,1970-10-17T00:00:00.000Z,Major Disaster,VI,Virgin Islands of the U.S.    ,Flood,1993-07-21T00:00:00.000Z,2001-09-09T00:00:00.000Z,1976-02-24T00:00:00.000Z,7e83d0c7cefe6c8a2a8a9e20de6fb733,2018-03-09T18:42:06.278Z
333,1972-05-20T00:00:00.000Z,SEVERE STORMS & FLOODING,1972-05-20T00:00:00.000Z,1972-05-20T00:00:00.000Z,Major Disaster,TX,Texas                         ,Flood,1993-07-21T00:00:00.000Z,2001-09-09T00:00:00.000Z,1975-11-13T00:00:00.000Z,c34a675b2ce16f68de5509312bccf320,2018-03-09T18:42:06.254Z
