disasterNumber,declarationDate,disasterName,incidentBeginDate,incidentEndDate,declarationType,stateCode,stateName,incidentType
1279,6/8/1999,SEVERE STORMS FLOODING SNOW ICE GROUND SATURATION LANSLIDES MUDSLIDES AND TOR,3/1/1999,7/19/1999,Major Disaster,ND,North Dakota                  ,Flood
1281,7/20/1999,NV - FLASH FLOODING 7/8/99,7/8/1999,7/16/1999,Major Disaster,NV,Nevada                        ,Severe Storm(s)
2276,9/18/1999,AL - JACKSON FARMS FIRE - 09/18/99,9/15/1999,,Fire Suppression,AL,Alabama                       ,Fire
1287,8/22/1999,HURRICANE BRET ,8/21/1999,8/26/1999,Major Disaster,TX,Texas                         ,Hurricane
1304,10/15/1999,SEVERE STORMS FLOODING HIGH WINDS,9/14/1999,9/23/1999,Major Disaster,AZ,Arizona                       ,Severe Storm(s)
3147,9/16/1999,HURRICANE FLOYD EMERGENCY DECLARATIONS,9/13/1999,9/26/1999,Emergency,VA,Virginia                      ,Hurricane
2268,8/5/1999,OSINO FIRE,8/5/1999,8/5/1999,Fire Suppression,NV,Nevada                        ,Fire
1289,9/1/1999,PA - FLOODING 8/20/99,8/20/1999,8/21/1999,Major Disaster,PA,Pennsylvania                  ,Severe Storm(s)
1291,9/9/1999,HURRICANE DENNIS ,8/29/1999,9/11/1999,Major Disaster,NC,North Carolina                ,Hurricane
1278,5/28/1999,SEVERE STORMS AND FLASH FLOODING,5/16/1999,5/17/1999,Major Disaster,IL,Illinois                      ,Severe Storm(s)
2265,7/3/1999,MIRA LOMA FIRE,7/2/1999,7/4/1999,Fire Suppression,NV,Nevada                        ,Fire
3149,9/18/1999,HURRICANE FLOYD EMERGENCY DECLARATIONS,9/16/1999,9/18/1999,Emergency,NY,New York                      ,Hurricane
1286,8/20/1999,SEVERE STORMS AND FLOODING,8/6/1999,8/9/1999,Major Disaster,NE,Nebraska                      ,Severe Storm(s)
1292,9/16/1999,HURRICANE FLOYD MAJOR DISASTER DECLARATIONS,9/15/1999,11/2/1999,Major Disaster,NC,North Carolina                ,Hurricane
2279,9/18/1999,AL - FAYETTE FIRE - 09/18/99,9/17/1999,,Fire Suppression,AL,Alabama                       ,Fire
2267,8/5/1999,UNIONVILLE FIRE,8/5/1999,,Fire Suppression,NV,Nevada                        ,Fire
2272,8/26/1999,TOPEKA FIRE,8/26/1999,8/29/1999,Fire Suppression,TX,Texas                         ,Fire
2261,5/6/1999,MI - TOWER LAKE MOUNTAIN FIRE - 05/06/1999,5/5/1999,5/9/1999,Fire Suppression,MI,Michigan                      ,Fire
2260,4/23/1999,FL-FIRES 04/13/99,4/13/1999,,Fire Suppression,FL,Florida                       ,Fire
2254,4/15/1999,FL-FIRES 04/13/99,4/13/1999,,Fire Suppression,FL,Florida                       ,Fire
1273,5/4/1999,SEVERE STORMS AND TORNADOES,5/3/1999,5/6/1999,Major Disaster,KS,Kansas                        ,Tornado
2257,4/19/1999,FL-FIRES 04/13/99,4/13/1999,,Fire Suppression,FL,Florida                       ,Fire
1276,5/17/1999,CO-FLOODING 4/30/99,4/29/1999,5/19/1999,Major Disaster,CO,Colorado                      ,Severe Storm(s)
2262,5/14/1999,JACKSONVILLE DISTRICT FIRE,5/14/1999,,Fire Suppression,FL,Florida                       ,Fire
3136,1/15/1999,SNOW,1/1/1999,1/15/1999,Emergency,NY,New York                      ,Snow
2249,3/2/1999,FISCHER FIRE,3/3/1999,3/3/1999,Fire Suppression,TX,Texas                         ,Fire
1244,9/11/1998,NY - SEVERE WX SEPT 7 1998,9/7/1998,9/7/1998,Major Disaster,NY,New York                      ,Severe Storm(s)
3133,9/28/1998,HURRICANE GEORGES,9/28/1998,10/6/1998,Emergency,AL,Alabama                       ,Hurricane
2252,4/15/1999,FL-FIRES 04/13/99,4/13/1999,,Fire Suppression,FL,Florida                       ,Fire
1266,1/23/1999,AR SEVERE WEATHER 1-21-99,1/21/1999,1/31/1999,Major Disaster,AR,Arkansas                      ,Severe Storm(s)
1255,10/16/1998,WA LANDSLIDE 3/6/98,3/6/1998,11/19/1998,Major Disaster,WA,Washington                    ,Mud/Landslide
1247,9/24/1998,HURRICANE GEORGES - 18 SEP 98,9/20/1998,10/27/1998,Major Disaster,PR,Puerto Rico                   ,Hurricane
1253,10/14/1998,SEVERE STORMS FLOODING AND TORNADOES,10/4/1998,10/11/1998,Major Disaster,MO,Missouri                      ,Severe Storm(s)
1270,4/20/1999,SEVERE STORMS AND FLOODING,4/3/1999,4/14/1999,Major Disaster,MO,Missouri                      ,Severe Storm(s)
2239,9/4/1998,BLANTON FIRE ,9/4/1998,9/4/1998,Fire Suppression,TX,Texas                         ,Fire
3134,1/8/1999,IL-WINTER STORM  1/1/99,1/1/1999,1/15/1999,Emergency,IL,Illinois                      ,Snow
3137,1/27/1999,MI - SEVERE WEATHER 1/2 /99,1/2/1999,1/15/1999,Emergency,MI,Michigan                      ,Snow
1267,2/9/1999,CA-CITRUS CROP DAMAGE 2/2/99,12/20/1998,12/28/1998,Major Disaster,CA,California                    ,Freezing
2255,4/17/1999,FL-FIRES 04/13/99,4/13/1999,,Fire Suppression,FL,Florida                       ,Fire
3131,9/25/1998,HURRICANE GRORGES,9/25/1998,10/2/1998,Emergency,FL,Florida                       ,Hurricane
1256,10/19/1998,SEVERE STORMS AND FLOODING,7/10/1998,7/31/1998,Major Disaster,MO,Missouri                      ,Severe Storm(s)
1275,5/12/1999,SEVERE STORMS TORNADOES AND FLOODING,5/5/1999,5/19/1999,Major Disaster,TN,Tennessee                     ,Severe Storm(s)
2242,9/4/1998,WOOD BRANCH VILLAGE FIRE,9/4/1998,9/5/1998,Fire Suppression,TX,Texas                         ,Fire
2251,4/15/1999,OKEECHOBEE FIRE COMPLEX,4/13/1999,,Fire Suppression,FL,Florida                       ,Fire
1258,11/5/1998,KS-FLOODING  10/31/98,10/30/1998,11/15/1998,Major Disaster,KS,Kansas                        ,Severe Storm(s)
2243,9/5/1998,FRAZIER CREEK FIRE  (LEFLORE),9/5/1998,9/8/1998,Fire Suppression,OK,Oklahoma                      ,Fire
1269,4/9/1999,SEVERE STORMS TORNADOES AND FLOODING,4/3/1999,4/7/1999,Major Disaster,LA,Louisiana                     ,Severe Storm(s)
1271,4/20/1999,SEVERE STORMS AND TORNADOES,4/15/1999,4/15/1999,Major Disaster,GA,Georgia                       ,Severe Storm(s)
3135,1/15/1999,IN-WINTER STORM 12/23/98,1/1/1999,1/15/1999,Emergency,IN,Indiana                       ,Snow
2246,9/9/1998,MEXICO FIRE,9/9/1998,9/10/1998,Fire Suppression,TX,Texas                         ,Fire
2258,4/20/1999,FL-FIRES 04/13/99,4/13/1999,,Fire Suppression,FL,Florida                       ,Fire
1272,5/4/1999,OK TORNADOES 5/3/99,5/3/1999,5/4/1999,Major Disaster,OK,Oklahoma                      ,Tornado
1262,1/19/1999,SEVERE STORMS TORNADOES AND HIGH WINDS,1/17/1999,2/1/1999,Major Disaster,TN,Tennessee                     ,Severe Storm(s)
1263,1/21/1999,ME - FLOODING 10/16/98,10/8/1998,10/11/1998,Major Disaster,ME,Maine                         ,Severe Storm(s)
2250,4/13/1999,TN - WILDFIRES 4/13/99,4/13/1999,,Fire Suppression,TN,Tennessee                     ,Fire
1245,9/23/1998,HURRICANE GEORGES - TEXAS,9/9/1998,10/5/1998,Major Disaster,TX,Texas                         ,Severe Storm(s)
1251,10/1/1998,HURRICANE GEORGES,9/25/1998,10/5/1998,Major Disaster,MS,Mississippi                   ,Hurricane
3139,4/27/1999,FL-FIRES 04/15/99,4/15/1999,5/25/1999,Emergency,FL,Florida                       ,Fire
1241,9/4/1998, HURRICANE EARL,9/3/1998,9/3/1998,Major Disaster,FL,Florida                       ,Hurricane
2245,9/8/1998,POTOSI FIRE,9/8/1998,9/10/1998,Fire Suppression,TX,Texas                         ,Fire
3130,9/21/1998,HURRICANE GEORGES (DIRECT FEDERAL ASSIST FIRST 72 HRS),9/20/1998,9/20/1998,Emergency,PR,Puerto Rico                   ,Hurricane
1261,1/15/1999,RIV-SEVERE WINTER WX 12/23/98,12/23/1998,12/29/1998,Major Disaster,AL,Alabama                       ,Severe Storm(s)
1265,1/25/1999,SEVERE WINTER STORMS ICE AND FREEZING RAIN,12/23/1998,12/26/1998,Major Disaster,MS,Mississippi                   ,Severe Ice Storm
3129,9/21/1998,HURRICANE GEORGES (DIRECT FEDERAL ASSIST FIRST 72 HRS),9/21/1998,9/22/1998,Emergency,VI,Virgin Islands of the U.S.    ,Hurricane
1248,9/24/1998,HURRICANE GEORGES - 18 SEP 98,9/19/1998,9/22/1998,Major Disaster,VI,Virgin Islands of the U.S.    ,Hurricane
2256,4/18/1999,FL-FIRES 04/13/99,4/13/1999,,Fire Suppression,FL,Florida                       ,Fire
2259,4/21/1999,FL-FIRES 04/13/99,4/13/1999,,Fire Suppression,FL,Florida                       ,Fire
1257,10/21/1998,TX-FLOODING 10/18/98,10/17/1998,11/15/1998,Major Disaster,TX,Texas                         ,Flood
1260,1/15/1999,SEVERE WINTER STORM,12/23/1998,12/29/1998,Major Disaster,TN,Tennessee                     ,Severe Storm(s)
1242,9/4/1998,HURRICANE BONNIE,8/25/1998,9/1/1998,Major Disaster,VA,Virginia                      ,Hurricane
2247,9/9/1998,SUGARLOAF CREEK FIRE   (LEFLORE),9/9/1998,9/12/1998,Fire Suppression,OK,Oklahoma                      ,Fire
2248,9/25/1998,TUCANNON FIRE   (COLUMBIA),9/25/1998,9/25/1998,Fire Suppression,WA,Washington                    ,Fire
2241,9/4/1998,LINDALE FIRE,9/4/1998,9/5/1998,Fire Suppression,TX,Texas                         ,Fire
3138,3/10/1999,SNOW,3/3/1999,3/6/1999,Emergency,NY,New York                      ,Snow
1259,11/6/1998,TROPICAL STORM MITCH,11/4/1998,11/5/1998,Major Disaster,FL,Florida                       ,Severe Storm(s)
1249,9/28/1998,HURRICANE GEORGES ,9/25/1998,10/7/1998,Major Disaster,FL,Florida                       ,Hurricane
2244,9/5/1998,SPEEGLEVILLE FIRE,9/5/1998,9/5/1998,Fire Suppression,TX,Texas                         ,Fire
1274,5/6/1999,TX TORNADO 5/4/99,5/4/1999,5/4/1999,Major Disaster,TX,Texas                         ,Tornado
2253,4/15/1999,FL-FIRES 04/13/99,4/13/1999,,Fire Suppression,FL,Florida                       ,Fire
1264,1/21/1999,SEVERE ICE STORM,12/22/1998,12/28/1998,Major Disaster,LA,Louisiana                     ,Severe Storm(s)
1252,10/5/1998,WA STORMS & FLOODING 5/26/98,5/26/1998,5/29/1998,Major Disaster,WA,Washington                    ,Severe Storm(s)
1246,9/23/1998,HURRICANE GEORGES/TS FRANCES,9/9/1998,10/4/1998,Major Disaster,LA,Louisiana                     ,Hurricane
1243,9/4/1998,HURRICANE BONNIE,8/25/1998,9/1/1998,Major Disaster,SC,South Carolina                ,Hurricane
1250,9/30/1998,HURRICANE GEORGES - 18 SEP 98,9/25/1998,10/6/1998,Major Disaster,AL,Alabama                       ,Hurricane
2237,9/3/1998,BALL PARK FIRE   (COWLITZ),9/3/1998,9/3/1998,Fire Suppression,WA,Washington                    ,Fire
1254,10/14/1998,SEVERE STORMS FLOODING AND TORNADOES,10/1/1998,10/8/1998,Major Disaster,KS,Kansas                        ,Severe Storm(s)
2240,9/4/1998,FRONTAGE FIRE,9/4/1998,9/4/1998,Fire Suppression,TX,Texas                         ,Fire
1268,2/17/1999,WY - WINTER STORM  10/5/98,10/5/1998,10/9/1998,Major Disaster,WY,Wyoming                       ,Severe Ice Storm
3132,9/28/1998,HURRICANE GEORGES,9/28/1998,10/5/1998,Emergency,MS,Mississippi                   ,Hurricane
2236,8/25/1998,MOLOKAI FIRE 98  (MAUI),8/25/1998,8/25/1998,Fire Suppression,HI,Hawaii                        ,Fire
2238,9/2/1998,FM 362 FIRE,9/2/1998,9/2/1998,Fire Suppression,TX,Texas                         ,Fire
2223,7/26/1998,HERRON FIRE ,7/26/1998,7/26/1998,Fire Suppression,TX,Texas                         ,Fire
2233,8/3/1998,UNION CHAPEL II FIRE,8/3/1998,8/4/1998,Fire Suppression,TX,Texas                         ,Fire
1240,8/27/1998,HURRICANE BONNIE,8/20/1998,9/1/1998,Major Disaster,NC,North Carolina                ,Hurricane
2235,8/5/1998,DENSON SPRINGS FIRE,8/5/1998,8/12/1998,Fire Suppression,TX,Texas                         ,Fire
2228,7/31/1998,PINEY CREEK FIRE,7/31/1998,8/1/1998,Fire Suppression,TX,Texas                         ,Fire
2231,8/2/1998,CROSSROADS FIRE,8/2/1998,8/3/1998,Fire Suppression,TX,Texas                         ,Fire
1238,8/12/1998,SEVERE STORMS AND FLOODING,8/5/1998,8/15/1998,Major Disaster,WI,Wisconsin                     ,Severe Storm(s)
1237,8/5/1998,SEVERE STORMS AND HIGH WINDS,7/21/1998,7/22/1998,Major Disaster,MI,Michigan                      ,Severe Storm(s)
2230,8/1/1998,WEATHERFORD FIRE,8/1/1998,8/2/1998,Fire Suppression,TX,Texas                         ,Fire
2232,8/2/1998,HIGHWAY LAKE FIRE,8/2/1998,8/3/1998,Fire Suppression,TX,Texas                         ,Fire
2227,7/30/1998,WHITE BLUFF FIRE,7/30/1998,8/3/1998,Fire Suppression,TX,Texas                         ,Fire
1231,7/2/1998,SEVERE STORMS AND FLOODING,6/12/1998,7/2/1998,Major Disaster,NH,New Hampshire                 ,Severe Storm(s)
2218,7/10/1998,STERLING FIRE ,7/10/1998,7/12/1998,Fire Suppression,TX,Texas                         ,Fire
1236,7/24/1998,SEVERE STORMSSTRAIGH LINE WINDS TORNADOESRAINAND FLOODI,6/18/1998,6/30/1998,Major Disaster,WI,Wisconsin                     ,Severe Storm(s)
2205,6/19/1998,WALDO SOUTHEAST FIRE,6/19/1998,6/19/1998,Fire Suppression,FL,Florida                       ,Fire
2212,6/21/1998,CALOOSHATTCHEE FIRE COMPLEX,6/21/1998,6/21/1998,Fire Suppression,FL,Florida                       ,Fire
2213,6/26/1998,OSHA CANYON COMPLEX  (COLFAX),6/24/1998,7/1/1998,Fire Suppression,NM,New Mexico                    ,Fire
1215,4/20/1998,SEVERE STORMS TORNADOES AND FLOODING,4/16/1998,5/18/1998,Major Disaster,TN,Tennessee                     ,Severe Storm(s)
2199,5/15/1998,CIBOLO CREEK FIRE,5/20/1998,5/13/1998,Fire Suppression,TX,Texas                         ,Fire
1224,6/23/1998,HEAVY RAINS AND FLOODING,6/13/1998,7/6/1998,Major Disaster,MA,Massachusetts                 ,Flood
2214,6/27/1998,WITHLACOOTCHEE FIRE COMPLEX,6/27/1998,6/27/1998,Fire Suppression,FL,Florida                       ,Fire
2221,7/23/1998,ELM BRANCH FIRE,7/23/1998,7/24/1998,Fire Suppression,TX,Texas                         ,Fire
2224,7/26/1998,LIVE OAK FIRE,7/26/1998,7/28/1998,Fire Suppression,TX,Texas                         ,Fire
2210,6/20/1998,PERRY FIRE,6/20/1998,6/21/1998,Fire Suppression,TX,Texas                         ,Fire
2216,6/29/1998,CASH JOHNSON FIRE ,6/29/1998,7/1/1998,Fire Suppression,TX,Texas                         ,Fire
1228,6/30/1998,SEVERE STORMS AND FLOODING,6/17/1998,8/17/1998,Major Disaster,VT,Vermont                       ,Severe Storm(s)
1234,7/22/1998,SEVERE STORMS AND TORNADOES AND FLOODING,6/11/1998,7/7/1998,Major Disaster,IN,Indiana                       ,Severe Storm(s)
1221,6/12/1998,FLOODING,5/28/1998,6/3/1998,Major Disaster,OR,Oregon                        ,Flood
2207,6/19/1998,WACCASSA FIRE COMPLEX,6/19/1998,6/19/1998,Fire Suppression,FL,Florida                       ,Fire
1229,7/1/1998,SEVERE STORMS AND FLOODING,6/26/1998,7/27/1998,Major Disaster,WV,West Virginia                 ,Severe Storm(s)
2220,7/22/1998,CITY LAKE FIRE,7/15/1998,7/24/1998,Fire Suppression,TX,Texas                         ,Fire
2229,7/31/1998,ROCKY BRANCH FIRE,7/31/1998,8/1/1998,Fire Suppression,TX,Texas                         ,Fire
1239,8/26/1998,TROPICAL STORM CHARLEY,8/22/1998,8/31/1998,Major Disaster,TX,Texas                         ,Severe Storm(s)
2225,7/28/1998,WA - CLEVELAND FIRE - 07/28/98,7/28/1998,7/31/1998,Fire Suppression,WA,Washington                    ,Fire
3127,6/23/1998,FIRE,6/4/1998,11/3/1998,Emergency,TX,Texas                         ,Fire
2217,7/2/1998,PARK LAKE FIRE,7/2/1998,7/3/1998,Fire Suppression,TX,Texas                         ,Fire
2202,6/18/1998,PARADISE FIRE ,6/22/1998,6/18/1998,Fire Suppression,TX,Texas                         ,Fire
3128,7/2/1998,EXTREME FIRE HAZARDS,6/29/1998,10/15/1998,Emergency,NM,New Mexico                    ,Fire
2234,8/3/1998,NORTH PACIFIC FIRE,8/3/1998,8/3/1998,Fire Suppression,TX,Texas                         ,Fire
2201,6/16/1998,JACKSONVILLE FIRE COMPLEX,6/16/1998,6/16/1998,Fire Suppression,FL,Florida                       ,Fire
2208,6/20/1998,BUNNELLE FIRE COMPLEX,6/20/1998,6/20/1998,Fire Suppression,FL,Florida                       ,Fire
1220,6/15/1998,FLOODING GROUND SATURATIONSEVERE STORMS,3/2/1998,7/18/1998,Major Disaster,ND,North Dakota                  ,Flood
1235,7/23/1998,SEVERE STORMS AND FLOODING,7/13/1998,7/28/1998,Major Disaster,TN,Tennessee                     ,Severe Storm(s)
1230,7/2/1998,SEVERE STORMS TORNADOES AND FLOODING,6/13/1998,7/15/1998,Major Disaster,IA,Iowa                          ,Flood
2209,6/20/1998,SUWANEE FIRE COMPLEX,6/20/1998,6/20/1998,Fire Suppression,FL,Florida                       ,Fire
1222,6/16/1998,SEVERE STORMS AND TORNADOES,5/31/1998,6/2/1998,Major Disaster,NY,New York                      ,Severe Storm(s)
2226,7/29/1998,BEAR MOUNTAIN FIRE COMPLEX  (MC CURTAIN),7/29/1998,8/15/1998,Fire Suppression,OK,Oklahoma                      ,Fire
2219,7/12/1998,MAZAMEC FIRE,7/12/1998,7/14/1998,Fire Suppression,TX,Texas                         ,Fire
1226,6/24/1998,SEVERE STORMS,5/29/1998,5/31/1998,Major Disaster,MI,Michigan                      ,Severe Storm(s)
2206,6/19/1998,SAN PEDRO DAY FIRE,6/19/1998,6/19/1998,Fire Suppression,FL,Florida                       ,Fire
2198,5/11/1998,CAMP WOOD HILLS FIRE,5/10/1998,5/14/1998,Fire Suppression,TX,Texas                         ,Fire
1217,5/8/1998,SEVERE WINTER STORM,3/9/1998,3/12/1998,Major Disaster,IN,Indiana                       ,Severe Storm(s)
3125,4/22/1998,TORNADOES FLOODING HIGH WINDS,4/16/1998,4/16/1998,Emergency,AR,Arkansas                      ,Tornado
1225,6/23/1998,SEVERE STORMS STRAIGHT LINE WINDS AND TORNADOES,5/15/1998,6/28/1998,Major Disaster,MN,Minnesota                     ,Tornado
1216,4/29/1998,SEVERE STORMS TORNADOESAND FLOODING,4/16/1998,5/10/1998,Major Disaster,KY,Kentucky                      ,Severe Storm(s)
1227,6/30/1998,SEVERE STORMS FLOODING AND TORNADOES,6/24/1998,7/5/1998,Major Disaster,OH,Ohio                          ,Severe Storm(s)
2200,6/8/1998,PALM COAST 98 FIRE COMPLEX   (ST.JOHNS SEMINOLE & FLAGER,6/6/1998,6/6/1998,Fire Suppression,FL,Florida                       ,Fire
3126,6/9/1998,DEBRUCE GRAIN ELEVATOR EXPLOSION  (SEDGWICK CTY),6/8/1998,6/8/1998,Emergency,KS,Kansas                        ,Other
1218,6/1/1998,FLOODING SEVERE STORMS TORNADOES,4/25/1998,6/22/1998,Major Disaster,SD,South Dakota                  ,Flood
2215,6/28/1998,ORLANDO FIRE COMPLEX,6/28/1998,6/28/1998,Fire Suppression,FL,Florida                       ,Fire
1219,6/8/1998,SEVERE STORMS TORNADOESAND FLOODING,5/31/1998,6/2/1998,Major Disaster,PA,Pennsylvania                  ,Severe Storm(s)
2203,6/18/1998,COUNTY LINE FIRE,6/18/1998,6/18/1998,Fire Suppression,FL,Florida                       ,Fire
1232,7/2/1998,SEVERE STORMS AND FLOODING,6/13/1998,7/1/1998,Major Disaster,ME,Maine                         ,Severe Storm(s)
1233,7/7/1998,SEVERE STORMS AND FLOODING,6/25/1998,7/10/1998,Major Disaster,NY,New York                      ,Severe Storm(s)
1223,6/18/1998,EXTREME FIRE HAZARD,5/25/1998,7/22/1998,Major Disaster,FL,Florida                       ,Fire
2204,6/19/1998,RACE TRACK - WALDO FIRE,6/19/1998,6/19/1998,Fire Suppression,FL,Florida                       ,Fire
2222,7/23/1998,BRAZELINE FIRE,7/23/1998,7/25/1998,Fire Suppression,TX,Texas                         ,Fire
2211,6/21/1998,CHIPPOLA RIVER DISTRICT-GULF COUNTY-DEPOT CREEK FIRE,6/21/1998,6/21/1998,Fire Suppression,FL,Florida                       ,Fire
2197,3/22/1998,GUAM TIYAN TOTO FIRE COMPLEX,3/20/1998,3/20/1998,Fire Suppression,GU,Guam                          ,Fire
1204,2/12/1998,SEVERE STORMS HIGH WINDS TORNADOES AND FLOODING,2/2/1998,2/4/1998,Major Disaster,FL,Florida                       ,Severe Storm(s)
1213,4/3/1998,SEVERE DROUGHT,1/25/1998,6/30/1998,Major Disaster,FM,Federated States of Micronesia,Drought
1208,3/9/1998,SEVERE STORMS AND FLOODING,3/7/1998,3/21/1998,Major Disaster,AL,Alabama                       ,Severe Storm(s)
2196,3/16/1998,LEILANI ESTATES SUBDIVISION FIRE   (HAWAII CO),3/14/1998,3/14/1998,Fire Suppression,HI,Hawaii                        ,Fire
2195,2/18/1998,HAWAIIAN BEACHES SUBDIVISION FIRE,2/16/1998,2/16/1998,Fire Suppression,HI,Hawaii                        ,Fire
1199,1/15/1998,SEVERE ICE STORM RAINS AND HIGH WINDS,1/7/1998,1/25/1998,Major Disaster,NH,New Hampshire                 ,Severe Storm(s)
1194,12/24/1997,SUPER TYPHOON PAKA,12/16/1997,12/17/1997,Major Disaster,MP,Northern Mariana Islands      ,Typhoon
1189,9/23/1997,SEVERE STORMS AND FLOODING,8/20/1997,8/21/1997,Major Disaster,NJ,New Jersey                    ,Severe Storm(s)
1172,4/2/1997,HEAVY RAINS SNOW MELT FLOODING LAND & MUD SLIDES,3/18/1997,3/28/1997,Major Disaster,WA,Washington                    ,Flood
1168,3/7/1997,HEAVY & WIND DRIVEN RAIN HIGH WINDSFLOODINGSLIDES,2/28/1997,3/15/1997,Major Disaster,WV,West Virginia                 ,Flood
1207,3/3/1998,SEVERE WINTER STORM,2/4/1998,2/6/1998,Major Disaster,KY,Kentucky                      ,Severe Storm(s)
1203,2/9/1998,SEVERE WINTER STORMS AND FLOODING,2/2/1998,4/30/1998,Major Disaster,CA,California                    ,Severe Storm(s)
1200,1/15/1998,SEVERE STORMS AND FLOODING,1/7/1998,2/12/1998,Major Disaster,NC,North Carolina                ,Severe Storm(s)
