,disasterNumber,totalNumberIaApproved,totalAmountIhpApproved,totalAmountHaApproved,totalAmountOnaApproved,totalObligatedAmountCatAb,totalObligatedAmountCatC2g,paLoadDate,iaLoadDate
1382,2630,,,,,,,,
1383,2601,,,,,,,,
1384,2621,,,,,,,,
1385,2593,,,,,,,,
1386,2613,,,,,,,,
1387,2633,,,,,,,,
1388,2556,,,,,,,,
1389,2576,,,,,,,,
1390,2620,,,,,,,,
1391,2591,,,,,,,,
1392,2611,,,,,,,,
1393,2631,,,,,,,,
1394,2603,,,,,,,,
1395,2623,,,,,,,,
1396,2640,,,,,,,,
1397,2664,,,,,,,,
1398,2657,,,,,,,,
1399,2644,,,,,,,,
1400,2638,,,,,,,,
1401,2654,,,,,,,,
1402,2662,,,,,,,,
1403,2647,,,,,,,,
1404,2639,,,,,,,,
1405,2672,,,,,,,,
1406,2661,,,,,,,,
1407,2646,,,,,,,,
1408,2658,,,,,,,,
1409,2643,,,,,,,,
1410,2645,,,,,,,,
1411,2668,,,,,,,,
1412,2687,,,,,,,,
1413,2655,,,,,,,,
1414,2712,,,,,,,,
1415,2697,,,,,,,,
1416,2737,,,,,,,,
1417,2722,,,,,,,,
1418,2762,,,,,,,,
1419,2747,,,,,,,,
1420,2680,,,,,,,,
1421,2665,,,,,,,,
1422,2705,,,,,,,,
1423,2690,,,,,,,,
1424,2730,,,,,,,,
1425,2715,,,,,,,,
1426,2755,,,,,,,,
1427,2740,,,,,,,,
1428,2780,,,,,,,,
1429,2765,,,,,,,,
1430,2772,,,,,,,,
1431,2790,,,,,,,,
1432,2797,,,,,,,,
1433,2782,,,,,,,,
1434,2822,,,,,,,,
1435,2807,,,,,,,,
1436,2847,,,,,,,,
1437,2832,,,,,,,,
1438,2693,,,,,,,,
1439,2857,,,,,,,,
1440,2718,,,,,,,,
1441,2703,,,,,,,,
1442,2800,,,,,,,,
1443,2728,,,,,,,,
1444,2872,,,,,,,,
1445,2810,,,,,,,,
1446,2748,,,,,,,,
1447,2882,,,,,,,,
1448,2773,,,,,,,,
1449,2798,,,,,,,,
1450,2758,,,,,,,,
1451,2823,,,,,,,,
1452,2783,,,,,,,,
1453,2808,,,,,,,,
1454,2649,,,,,,,,
1455,2642,,,,,,,,
1456,2667,,,,,,,,
1457,2641,,,,,,,,
1458,2666,,,,,,,,
1459,2663,,,,,,,,
1460,2650,,,,,,,,
1461,2692,,,,,,,,
1462,2717,,,,,,,,
1463,2742,,,,,,,,
1464,2660,,,,,,,,
1465,2674,,,,,,,,
1466,2656,,,,,,,,
1467,2653,,,,,,,,
1468,2678,,,,,,,,
1469,2682,,,,,,,,
1470,2707,,,,,,,,
1471,2732,,,,,,,,
1472,2757,,,,,,,,
1473,2675,,,,,,,,
1474,2700,,,,,,,,
1475,2725,,,,,,,,
1476,2750,,,,,,,,
1477,2775,,,,,,,,
1478,2767,,,,,,,,
1479,2792,,,,,,,,
1480,2817,,,,,,,,
1481,2842,,,,,,,,
1482,2688,,,,,,,,
1483,2713,,,,,,,,
1484,2867,,,,,,,,
1485,2743,,,,,,,,
1486,2768,,,,,,,,
1487,2793,,,,,,,,
1488,2818,,,,,,,,
1489,2679,,,,,,,,
1490,2704,,,,,,,,
1491,2729,,,,,,,,
1492,2681,,,,,,,,
1493,2706,,,,,,,,
1494,2731,,,,,,,,
1495,2825,,,,,,,,
1496,2858,,,,,,,,
1497,2845,,,,,,,,
1498,2870,,,,,,,,
1499,2878,,,,,,,,
1500,2759,,,,,,,,
1501,2784,,,,,,,,
1502,2833,,,,,,,,
1503,2694,,,,,,,,
1504,2719,,,,,,,,
1505,2671,,,,,,,,
1506,2696,,,,,,,,
1507,2721,,,,,,,,
1508,2815,,,,,,,,
1509,2848,,,,,,,,
1510,2835,,,,,,,,
1511,2860,,,,,,,,
1512,2885,,,,,,,,
1513,2749,,,,,,,,
1514,2774,,,,,,,,
1515,2684,,,,,,,,
1516,2709,,,,,,,,
1517,2734,,,,,,,,
1518,2686,,,,,,,,
1519,2711,,,,,,,,
1520,2809,,,,,,,,
1521,2736,,,,,,,,
1522,2834,,,,,,,,
1523,2830,,,,,,,,
1524,2799,,,,,,,,
1525,2863,,,,,,,,
1526,2824,,,,,,,,
1527,2850,,,,,,,,
1528,2849,,,,,,,,
1529,2875,,,,,,,,
1530,2874,,,,,,,,
1531,2883,,,,,,,,
1532,2756,,,,,,,,
1533,2764,,,,,,,,
1534,2781,,,,,,,,
1535,2789,,,,,,,,
1536,2806,,,,,,,,
1537,2814,,,,,,,,
1538,2839,,,,,,,,
1539,2864,,,,,,,,
1540,2746,,,,,,,,
1541,2771,,,,,,,,
1542,2796,,,,,,,,
1543,2685,,,,,,,,
1544,2659,,,,,,,,
1545,2710,,,,,,,,
1546,2652,,,,,,,,
1547,2735,,,,,,,,
1548,2669,,,,,,,,
1549,2760,,,,,,,,
1550,2651,,,,,,,,
1551,2785,,,,,,,,
1552,2648,,,,,,,,
1553,2777,,,,,,,,
1554,2673,,,,,,,,
1555,2802,,,,,,,,
1556,2677,,,,,,,,
1557,2827,,,,,,,,
1558,2702,,,,,,,,
1559,2852,,,,,,,,
1560,2727,,,,,,,,
1561,2698,,,,,,,,
1562,2752,,,,,,,,
1563,2723,,,,,,,,
1564,2670,,,,,,,,
1565,2805,,,,,,,,
1566,2695,,,,,,,,
1567,2877,,,,,,,,
1568,2720,,,,,,,,
1569,2753,,,,,,,,
1570,2745,,,,,,,,
1571,2778,,,,,,,,
1572,2770,,,,,,,,
1573,2803,,,,,,,,
1574,2795,,,,,,,,
1575,2828,,,,,,,,
1576,2787,,,,,,,,
1577,2689,,,,,,,,
1578,2812,,,,,,,,
1579,2714,,,,,,,,
1580,2837,,,,,,,,
1581,2739,,,,,,,,
1582,2683,,,,,,,,
1583,2691,,,,,,,,
1584,2708,,,,,,,,
1585,2716,,,,,,,,
1586,2733,,,,,,,,
1587,2741,,,,,,,,
1588,2862,,,,,,,,
1589,2859,,,,,,,,
1590,2843,,,,,,,,
1591,2868,,,,,,,,
1592,2855,,,,,,,,
1593,2880,,,,,,,,
1594,2744,,,,,,,,
1595,2769,,,,,,,,
1596,2738,,,,,,,,
1597,2794,,,,,,,,
1598,2763,,,,,,,,
1599,2884,,,,,,,,
1600,2788,,,,,,,,
1601,2766,,,,,,,,
1602,2813,,,,,,,,
1603,2791,,,,,,,,
1604,2838,,,,,,,,
1605,2699,,,,,,,,
1606,2724,,,,,,,,
1607,2836,,,,,,,,
1608,2819,,,,,,,,
1609,2676,,,,,,,,
1610,2844,,,,,,,,
1611,2701,,,,,,,,
1612,2869,,,,,,,,
1613,2726,,,,,,,,
1614,2751,,,,,,,,
1615,2820,,,,,,,,
1616,2776,,,,,,,,
1617,2853,,,,,,,,
1618,2801,,,,,,,,
1619,2840,,,,,,,,
1620,2821,,,,,,,,
1621,2865,,,,,,,,
1622,2846,,,,,,,,
1623,2873,,,,,,,,
1624,2816,,,,,,,,
1625,2754,,,,,,,,
1626,2841,,,,,,,,
1627,2779,,,,,,,,
1628,2826,,,,,,,,
1629,2804,,,,,,,,
1630,2829,,,,,,,,
1631,2854,,,,,,,,
1632,2879,,,,,,,,
1633,2761,,,,,,,,
1634,2786,,,,,,,,
1635,2811,,,,,,,,
1636,2831,,,,,,,,
1637,2861,,,,,,,,
1638,2886,,,,,,,,
1639,2851,,,,,,,,
1640,2876,,,,,,,,
1641,2866,,,,,,,,
1642,2871,,,,,,,,
1643,2856,,,,,,,,
1644,2881,,,,,,,,
1645,2891,,,,,,,,
1646,2913,,,,,,,,
1647,2923,,,,,,,,
1648,2895,,,,,,,,
1649,2910,,,,,,,,
1650,2928,,,,,,,,
1651,2953,,,,,,,,
1652,2978,,,,,,,,
1653,2896,,,,,,,,
1654,2901,,,,,,,,
1655,2916,,,,,,,,
1656,2900,,,,,,,,
1657,2915,,,,,,,,
1658,2933,,,,,,,,
1659,2958,,,,,,,,
1660,2983,,,,,,,,
1661,3009,,,,,,,,
1662,2951,,,,,,,,
1663,2976,,,,,,,,
1664,3002,,,,,,,,
1665,2888,,,,,,,,
1666,2903,,,,,,,,
1667,2911,,,,,,,,
1668,2926,,,,,,,,
1669,2894,,,,,,,,
1670,2899,,,,,,,,
1671,2943,,,,,,,,
1672,2968,,,,,,,,
1673,2993,,,,,,,,
1674,2936,,,,,,,,
1675,2961,,,,,,,,
1676,2898,,,,,,,,
1677,2906,,,,,,,,
1678,2921,,,,,,,,
1679,2889,,,,,,,,
1680,2920,,,,,,,,
1681,2938,,,,,,,,
1682,2963,,,,,,,,
1683,2988,,,,,,,,
1684,2893,,,,,,,,
1685,2931,,,,,,,,
1686,2908,,,,,,,,
1687,2956,,,,,,,,
1688,2918,,,,,,,,
1689,2981,,,,,,,,
1690,2890,,,,,,,,
1691,3004,,,,,,,,
1692,3007,,,,,,,,
1693,2905,,,,,,,,
1694,2904,,,,,,,,
1695,2948,,,,,,,,
1696,2973,,,,,,,,
1697,2998,,,,,,,,
1698,2941,,,,,,,,
1699,2966,,,,,,,,
1700,2991,,,,,,,,
1701,2930,,,,,,,,
1702,2955,,,,,,,,
1703,2980,,,,,,,,
1704,2945,,,,,,,,
1705,3006,,,,,,,,
1706,2970,,,,,,,,
1707,2914,,,,,,,,
1708,2995,,,,,,,,
1709,2939,,,,,,,,
1710,3021,,,,,,,,
1711,2964,,,,,,,,
1712,2929,,,,,,,,
1713,2989,,,,,,,,
1714,2954,,,,,,,,
1715,3015,,,,,,,,
1716,2979,,,,,,,,
1717,3034,,,,,,,,
1718,3005,,,,,,,,
1719,3032,,,,,,,,
1720,3024,,,,,,,,
1721,2907,,,,,,,,
1722,3022,,,,,,,,
1723,2897,,,,,,,,
1724,2946,,,,,,,,
1725,2971,,,,,,,,
1726,2996,,,,,,,,
1727,2935,,,,,,,,
1728,2960,,,,,,,,
1729,2985,,,,,,,,
1730,3011,,,,,,,,
1731,2919,,,,,,,,
1732,2944,,,,,,,,
1733,2969,,,,,,,,
1734,2994,,,,,,,,
1735,3014,,,,,,,,
1736,3012,,,,,,,,
1737,2887,,,,,,,,
1738,2912,,,,,,,,
1739,2940,,,,,,,,
1740,2965,,,,,,,,
1741,2986,,,,,,,,
1742,2990,,,,,,,,
1743,3016,,,,,,,,
1744,2924,,,,,,,,
1745,2949,,,,,,,,
1746,2974,,,,,,,,
1747,2925,,,,,,,,
1748,2999,,,,,,,,
1749,2950,,,,,,,,
1750,3019,,,,,,,,
1751,3017,,,,,,,,
1752,2892,,,,,,,,
1753,3026,,,,,,,,
1754,3031,,,,,,,,
1755,3020,,,,,,,,
1756,3025,,,,,,,,
1757,3049,,,,,,,,
1758,3054,,,,,,,,
1759,3074,,,,,,,,
1760,3079,,,,,,,,
1761,3099,,,,,,,,
1762,3104,,,,,,,,
1763,3129,,,,,,,,
1764,3041,,,,,,,,
1765,3154,,,,,,,,
1766,3039,,,,,,,,
1767,3047,,,,,,,,
1768,3064,,,,,,,,
1769,3072,,,,,,,,
1770,3089,,,,,,,,
1771,3097,,,,,,,,
1772,3114,,,,,,,,
1773,3122,,,,,,,,
1774,3139,,,,,,,,
1775,3147,,,,,,,,
1776,3164,,,,,,,,
1777,2927,,,,,,,,
1778,3057,,,,,,,,
1779,2952,,,,,,,,
1780,3082,,,,,,,,
1781,2977,,,,,,,,
1782,3107,,,,,,,,
1783,3003,,,,,,,,
1784,3132,,,,,,,,
1785,3028,,,,,,,,
1786,3157,,,,,,,,
1787,2937,,,,,,,,
1788,2962,,,,,,,,
1789,2987,,,,,,,,
1790,2975,,,,,,,,
1791,3013,,,,,,,,
1792,3001,,,,,,,,
1793,3038,,,,,,,,
1794,2909,,,,,,,,
1795,2934,,,,,,,,
1796,3046,,,,,,,,
1797,2959,,,,,,,,
1798,3044,,,,,,,,
1799,2984,,,,,,,,
1800,3069,,,,,,,,
1801,3010,,,,,,,,
1802,3094,,,,,,,,
1803,3029,,,,,,,,
1804,3119,,,,,,,,
1805,3027,,,,,,,,
1806,3144,,,,,,,,
1807,2902,,,,,,,,
1808,3037,,,,,,,,
1809,3036,,,,,,,,
1810,3062,,,,,,,,
1811,3030,,,,,,,,
1812,3087,,,,,,,,
1813,3059,,,,,,,,
1814,3112,,,,,,,,
1815,3084,,,,,,,,
1816,3137,,,,,,,,
1817,3109,,,,,,,,
1818,2917,,,,,,,,
1819,3134,,,,,,,,
1820,2942,,,,,,,,
1821,3159,,,,,,,,
1822,2967,,,,,,,,
1823,3052,,,,,,,,
1824,2992,,,,,,,,
1825,3077,,,,,,,,
1826,3018,,,,,,,,
1827,3124,,,,,,,,
1828,3149,,,,,,,,
1829,3042,,,,,,,,
1830,3067,,,,,,,,
1831,3092,,,,,,,,
1832,3117,,,,,,,,
1833,3142,,,,,,,,
1834,2922,,,,,,,,
1835,2947,,,,,,,,
1836,2972,,,,,,,,
1837,2997,,,,,,,,
1838,3023,,,,,,,,
1839,3102,,,,,,,,
1840,3127,,,,,,,,
1841,3152,,,,,,,,
1842,2932,,,,,,,,
1843,2957,,,,,,,,
1844,2982,,,,,,,,
1845,3008,,,,,,,,
1846,3033,,,,,,,,
1847,3061,,,,,,,,
1848,3051,,,,,,,,
1849,3086,,,,,,,,
1850,3076,,,,,,,,
1851,3111,,,,,,,,
1852,3101,,,,,,,,
1853,3136,,,,,,,,
1854,3126,,,,,,,,
1855,3151,,,,,,,,
1856,3056,,,,,,,,
1857,3035,,,,,,,,
1858,3081,,,,,,,,
1859,3060,,,,,,,,
1860,3106,,,,,,,,
1861,3085,,,,,,,,
1862,3131,,,,,,,,
1863,3110,,,,,,,,
1864,3156,,,,,,,,
1865,3040,,,,,,,,
1866,3071,,,,,,,,
1867,3065,,,,,,,,
1868,3096,,,,,,,,
1869,3090,,,,,,,,
1870,3161,,,,,,,,
1871,3121,,,,,,,,
1872,3045,,,,,,,,
1873,3146,,,,,,,,
1874,3070,,,,,,,,
1875,3171,,,,,,,,
1876,3095,,,,,,,,
1877,3055,,,,,,,,
1878,3120,,,,,,,,
1879,3080,,,,,,,,
1880,3145,,,,,,,,
1881,3105,,,,,,,,
1882,3170,,,,,,,,
1883,3130,,,,,,,,
1884,3048,,,,,,,,
1885,3155,,,,,,,,
1886,3073,,,,,,,,
1887,3162,,,,,,,,
1888,3098,,,,,,,,
1889,3058,,,,,,,,
1890,3083,,,,,,,,
1891,3108,,,,,,,,
1892,3133,,,,,,,,
1893,3158,,,,,,,,
1894,3066,,,,,,,,
1895,3091,,,,,,,,
1896,3116,,,,,,,,
1897,3141,,,,,,,,
1898,3166,,,,,,,,
1899,3050,,,,,,,,
1900,3075,,,,,,,,
1901,3100,,,,,,,,
1902,3123,,,,,,,,
1903,3125,,,,,,,,
1904,3148,,,,,,,,
1905,3150,,,,,,,,
1906,3169,,,,,,,,
1907,3115,,,,,,,,
1908,3053,,,,,,,,
1909,3140,,,,,,,,
1910,3078,,,,,,,,
1911,3165,,,,,,,,
1912,3103,,,,,,,,
1913,3043,,,,,,,,
1914,3128,,,,,,,,
1915,3068,,,,,,,,
1916,3153,,,,,,,,
1917,3093,,,,,,,,
1918,3135,,,,,,,,
1919,3160,,,,,,,,
1920,3167,,,,,,,,
1921,3063,,,,,,,,
1922,3088,,,,,,,,
1923,3118,,,,,,,,
1924,3113,,,,,,,,
1925,3143,,,,,,,,
1926,3138,,,,,,,,
1927,3163,,,,,,,,
1928,3168,,,,,,,,
1929,3173,,,,,,,,
1930,3187,,,,,,,,
1931,3198,,,,,,,,
1932,3202,,,,,,,,
1933,3227,,,,,,,,
1934,3252,,,,,,,,
1935,3277,,,,,,,,
1936,3177,,,,,,,,
1937,3192,,,,,,,,
1938,3197,,,,,,,,
1939,3207,,,,,,,,
1940,3232,,,,,,,,
1941,3257,,,,,,,,
1942,3186,,,,,,,,
1943,3211,,,,,,,,
1944,3208,,,,,,,,
1945,3233,,,,,,,,
1946,3258,,,,,,,,
1947,3283,,,,,,,,
1948,3172,,,,,,,,
1949,3183,,,,,,,,
1950,3203,,,,,,,,
1951,3212,,,,,,,,
1952,3237,,,,,,,,
1953,3262,,,,,,,,
1954,3178,,,,,,,,
1955,3188,,,,,,,,
1956,3176,,,,,,,,
1957,3191,,,,,,,,
1958,3216,,,,,,,,
1959,3213,,,,,,,,
1960,3238,,,,,,,,
1961,3263,,,,,,,,
1962,3288,,,,,,,,
1963,3256,,,,,,,,
1964,3281,,,,,,,,
1965,3306,,,,,,,,
1966,3313,,,,,,,,
1967,3339,,,,,,,,
1968,3364,,,,,,,,
1969,3389,,,,,,,,
1970,4016,,,,,,,,
1971,3189,,,,,,,,
1972,3185,,,,,,,,
1973,3251,,,,,,,,
1974,3276,,,,,,,,
1975,3301,,,,,,,,
1976,3308,,,,,,,,
1977,3334,,,,,,,,
1978,3206,,,,,,,,
1979,3359,,,,,,,,
1980,3231,,,,,,,,
1981,3384,,,,,,,,
1982,3228,,,,,,,,
1983,4011,,,,,,,,
1984,3253,,,,,,,,
1985,3184,,,,,,,,
1986,3278,,,,,,,,
1987,3180,,,,,,,,
1988,3246,,,,,,,,
1989,3271,,,,,,,,
1990,3296,,,,,,,,
1991,3303,,,,,,,,
1992,3328,,,,,,,,
1993,3182,,,,,,,,
1994,3354,,,,,,,,
1995,3193,,,,,,,,
1996,3379,,,,,,,,
1997,3181,,,,,,,,
1998,4006,,,,,,,,
1999,3222,,,,,,,,
2000,3179,,,,,,,,
2001,3247,,,,,,,,
2002,3175,,,,,,,,
2003,3272,,,,,,,,
2004,3200,,,,,,,,
2005,3201,,,,,,,,
2006,3226,,,,,,,,
2007,3217,,,,,,,,
2008,3242,,,,,,,,
2009,3223,,,,,,,,
2010,3248,,,,,,,,
2011,3273,,,,,,,,
2012,3241,,,,,,,,
2013,3266,,,,,,,,
2014,3291,,,,,,,,
2015,3298,,,,,,,,
2016,3323,,,,,,,,
2017,3349,,,,,,,,
2018,3374,,,,,,,,
2019,4001,390.0,1428515.82,1294869.53,133646.29,,,,2019-09-03T00:00:00.000Z
2020,3174,,,,,,,,
2021,3199,,,,,,,,
2022,3195,,,,,,,,
2023,3267,,,,,,,,
2024,3196,,,,,,,,
2025,3221,,,,,,,,
2026,3218,,,,,,,,
2027,3243,,,,,,,,
2028,3268,,,,,,,,
2029,3236,,,,,,,,
2030,3261,,,,,,,,
2031,3286,,,,,,,,
2032,3293,,,,,,,,
2033,3318,,,,,,,,
2034,3344,,,,,,,,
2035,3214,,,,,,,,
2036,3369,,,,,,,,
2037,3239,,,,,,,,
2038,3264,,,,,,,,
2039,3394,,,,,,,,
2040,3289,,,,,,,,
2041,4021,49267.0,176786317.62,162548238.97,14238078.65,,,,2019-09-03T00:00:00.000Z
2042,3314,,,,,,,,
2043,3194,,,,,,,,
2044,3205,,,,,,,,
2045,3190,,,,,,,,
2046,3230,,,,,,,,
2047,3204,,,,,,,,
2048,3255,,,,,,,,
2049,3229,,,,,,,,
2050,3280,,,,,,,,
2051,3254,,,,,,,,
2052,3305,,,,,,,,
2053,3279,,,,,,,,
2054,3287,,,,,,,,
2055,3304,,,,,,,,
2056,3329,,,,,,,,
2057,3311,,,,,,,,
2058,3220,,,,,,,,
2059,3219,,,,,,,,
2060,3245,,,,,,,,
2061,3244,,,,,,,,
2062,3270,,,,,,,,
2063,3295,,,,,,,,
2064,3320,,,,,,,,
2065,3316,,,,,,,,
2066,3302,,,,,,,,
2067,3224,,,,,,,,
2068,3269,,,,,,,,
2069,3249,,,,,,,,
2070,3294,,,,,,,,
2071,3274,,,,,,,,
2072,3319,,,,,,,,
2073,3299,,,,,,,,
2074,3210,,,,,,,,
2075,3324,,,,,,,,
2076,3235,,,,,,,,
2077,3215,,,,,,,,
2078,3260,,,,,,,,
2079,3240,,,,,,,,
2080,3285,,,,,,,,
2081,3265,,,,,,,,
2082,3310,,,,,,,,
2083,3290,,,,,,,,
2084,3292,,,,,,,,
2085,3315,,,,,,,,
2086,3209,,,,,,,,
2087,3234,,,,,,,,
2088,3259,,,,,,,,
2089,3284,,,,,,,,
2090,3309,,,,,,,,
2091,3335,,,,,,,,
2092,3225,,,,,,,,
2093,3250,,,,,,,,
2094,3275,,,,,,,,
2095,3300,,,,,,,,
2096,3282,,,,,,,,
2097,3297,,,,,,,,
2098,3321,,,,,,,,
2099,3326,,,,,,,,
2100,3347,,,,,,,,
2101,3352,,,,,,,,
2102,3372,,,,,,,,
2103,3377,,,,,,,,
2104,3397,,,,,,,,
2105,4004,,,,,,,,
2106,4024,,,,,,,,
2107,3340,,,,,,,,
2108,3360,,,,,,,,
2109,3365,,,,,,,,
2110,3385,,,,,,,,
2111,3390,,,,,,,,
2112,4012,457.0,3145110.51,3079543.32,65567.19,,,,2019-09-03T00:00:00.000Z
2113,4017,27590.0,33464676.55,15360258.73,18104417.82,,,,2019-09-03T00:00:00.000Z
2114,3336,,,,,,,,
2115,3341,,,,,,,,
2116,3361,,,,,,,,
2117,3366,,,,,,,,
2118,3386,,,,,,,,
2119,3391,,,,,,,,
2120,4018,,,,,,,,
2121,3322,,,,,,,,
2122,3348,,,,,,,,
2123,3373,,,,,,,,
2124,4000,182.0,1754570.75,1421006.46,333564.29,,,,2019-09-03T00:00:00.000Z
2125,4025,18273.0,41528546.57,37917812.34,3610734.23,,,,2019-09-03T00:00:00.000Z
2126,3337,,,,,,,,
2127,3362,,,,,,,,
2128,3387,,,,,,,,
2129,4014,,,,,,,,
2130,3350,,,,,,,,
2131,4013,469.0,4310797.51,4180886.62,129910.89,,,,2019-09-03T00:00:00.000Z
2132,3375,,,,,,,,
2133,3317,,,,,,,,
2134,4002,,,,,,,,
2135,3343,,,,,,,,
2136,3325,,,,,,,,
2137,3368,,,,,,,,
2138,3351,,,,,,,,
2139,3393,,,,,,,,
2140,3376,,,,,,,,
2141,4003,,,,,,,,
2142,4020,22892.0,102809877.74,95805556.1,7004321.64,,,,2019-09-03T00:00:00.000Z
2143,3307,,,,,,,,
2144,3332,,,,,,,,
2145,3358,,,,,,,,
2146,3383,,,,,,,,
2147,4010,,,,,,,,
2148,3331,,,,,,,,
2149,3342,,,,,,,,
2150,3357,,,,,,,,
2151,3367,,,,,,,,
2152,3382,,,,,,,,
2153,3392,,,,,,,,
2154,4009,,,,,,,,
2155,3345,,,,,,,,
2156,4019,10269.0,37219852.07,31042543.45,6177308.62,,,,2019-09-03T00:00:00.000Z
2157,3355,,,,,,,,
2158,3380,,,,,,,,
2159,3370,,,,,,,,
2160,4007,,,,,,,,
2161,3330,,,,,,,,
2162,3356,,,,,,,,
2163,3395,,,,,,,,
2164,3381,,,,,,,,
2165,4022,3640.0,23207247.52,21623111.95,1584135.57,,,,2019-09-03T00:00:00.000Z
2166,4008,500.0,2868196.73,2465840.29,402356.44,,,,2019-09-03T00:00:00.000Z
2167,3346,,,,,,,,
2168,3312,,,,,,,,
2169,3371,,,,,,,,
2170,3338,,,,,,,,
2171,3396,,,,,,,,
2172,3363,244.0,908559.23,368377.93,540181.3,,,,2019-09-03T00:00:00.000Z
2173,4023,2878.0,9496114.46,8829702.19,666412.27,,,,2019-09-03T00:00:00.000Z
2174,3388,,,,,,,,
2175,3327,,,,,,,,
2176,4015,,,,,,,,
2177,3353,,,,,,,,
2178,3378,,,,,,,,
2179,4005,,,,,,,,
2180,4033,,,,,,,,
2181,4048,,,,,,,,
2182,4047,,,,,,,,
2183,4026,226.0,1262644.95,1137683.84,124961.11,,,,2019-09-03T00:00:00.000Z
2184,4043,,,,,,,,
2185,4061,505.0,2522604.92,2267734.49,254870.43,,,,2019-09-03T00:00:00.000Z
2186,4086,61336.0,421687505.7,364811334.83,56876170.87,,,,2019-09-03T00:00:00.000Z
2187,4111,,,,,,,,
2188,4136,,,,,,,,
2189,4042,6416.0,16621823.6,16561667.23,60156.37,,,,2019-09-03T00:00:00.000Z
2190,4031,10230.0,55138473.82,49047945.56,6090528.26,,,,2019-09-03T00:00:00.000Z
2191,4032,,,,,,,,
2192,4046,,,,,,,,
2193,4036,,,,,,,,
2194,4071,1191.0,2784278.58,2497021.85,287256.73,,,,2019-09-03T00:00:00.000Z
2195,4037,,,,,,,,
2196,4096,,,,,,,,
2197,4051,,,,,,,,
2198,4121,,,,,,,,
2199,4076,,,,,,,,
2200,4101,771.0,3399662.3,2464696.46,934965.84,,,,2019-09-03T00:00:00.000Z
2201,4056,,,,,,,,
2202,4126,,,,,,,,
2203,4081,6663.0,18066465.05,15342803.23,2723661.82,,,,2019-09-03T00:00:00.000Z
2204,4106,,,,,,,,
2205,4131,,,,,,,,
2206,4038,,,,,,,,
2207,4041,,,,,,,,
2208,4052,266.0,942962.56,772152.24,170810.32,,,,2019-09-03T00:00:00.000Z
2209,4066,,,,,,,,
2210,4091,732.0,2592961.32,2168049.22,424912.1,,,,2019-09-03T00:00:00.000Z
2211,4116,62398.0,169205736.75,147019451.18,22186285.57,,,,2019-09-03T00:00:00.000Z
2212,4058,284.0,1727998.34,1351977.81,376020.53,,,,2019-09-03T00:00:00.000Z
2213,4141,,,,,,,,
2214,4083,,,,,,,,
2215,4068,6757.0,27791929.44,24637879.91,3154049.53,,,,2019-09-03T00:00:00.000Z
2216,4108,,,,,,,,
2217,4093,,,,,,,,
2218,4133,,,,,,,,
2219,4118,,,,,,,,
2220,4158,,,,,,,,
2221,4143,,,,,,,,
2222,4183,,,,,,,,
2223,4168,595.0,2091456.75,375239.09,1716217.66,,,,2019-09-03T00:00:00.000Z
2224,4067,,,,,,,,
2225,4193,4264.0,11373532.86,10367500.6,1006032.26,,,,2019-09-03T00:00:00.000Z
2226,4092,,,,,,,,
2227,4077,,,,,,,,
2228,4117,3663.0,15130900.23,10414680.88,4716219.35,,,,2019-09-03T00:00:00.000Z
2229,4102,,,,,,,,
2230,4045,,,,,,,,
2231,4030,25401.0,103504091.89,93779140.15,9724951.74,,,,2019-09-03T00:00:00.000Z
2232,4034,,,,,,,,
2233,4055,,,,,,,,
2234,4063,,,,,,,,
2235,4044,,,,,,,,
2236,4088,,,,,,,,
2237,4113,,,,,,,,
2238,4138,,,,,,,,
2239,4163,,,,,,,,
2240,4188,,,,,,,,
2241,4072,,,,,,,,
2242,4097,,,,,,,,
2243,4027,,,,,,,,
2244,4050,,,,,,,,
2245,4039,,,,,,,,
2246,4146,,,,,,,,
2247,4053,,,,,,,,
2248,4073,,,,,,,,
2249,4078,387.0,7115053.78,6471155.03,643898.75,,,,2019-09-03T00:00:00.000Z
2250,4098,,,,,,,,
2251,4103,,,,,,,,
2252,4123,,,,,,,,
2253,4128,,,,,,,,
2254,4148,,,,,,,,
2255,4153,,,,,,,,
2256,4173,,,,,,,,
2257,4178,,,,,,,,
2258,4057,1736.0,10409047.22,8338020.41,2071026.81,,,,2019-09-03T00:00:00.000Z
2259,4062,,,,,,,,
2260,4082,,,,,,,,
2261,4087,2970.0,15411911.44,14281595.2,1130316.24,,,,2019-09-03T00:00:00.000Z
2262,4107,,,,,,,,
2263,4112,,,,,,,,
2264,4035,,,,,,,,
2265,4040,1718.0,1335491.28,511993.98,823497.3,,,,2019-09-03T00:00:00.000Z
2266,4028,695.0,5559369.2,5303982.24,255386.96,,,,2019-09-03T00:00:00.000Z
2267,4029,1012.0,14263187.0,11522577.32,2740609.68,,,,2019-09-03T00:00:00.000Z
2268,4049,,,,,,,,
2269,4161,,,,,,,,
2270,4151,,,,,,,,
2271,4142,,,,,,,,
2272,4132,,,,,,,,
2273,4167,,,,,,,,
2274,4157,381.0,2858538.97,1616075.25,1242463.72,,,,2019-09-03T00:00:00.000Z
2275,4192,,,,,,,,
2276,4182,,,,,,,,
2277,4080,45297.0,141493695.57,118543111.68,22950583.89,,,,2019-09-03T00:00:00.000Z
2278,4070,,,,,,,,
2279,4105,,,,,,,,
2280,4095,,,,,,,,
2281,4130,,,,,,,,
